persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,5,0,5,2026-07-30T14:00:55.361292
0,1,2,5,0,5,2026-07-30T14:00:57.062975
0,1,3,5,0,5,2026-07-30T14:00:57.991611
0,1,4,5,0,5,2026-07-30T14:00:59.042915
0,1,5,4,0,4,2026-07-30T14:01:00.715676
0,1,6,3,0,3,2026-07-30T14:01:02.385160
0,1,7,5,0,5,2026-07-30T14:01:04.047032
0,1,8,5,0,5,2026-07-30T14:01:05.719160
0,1,9,4,0,4,2026-07-30T14:01:06.982419
0,1,10,5,0,5,2026-07-30T14:01:08.881133
0,2,1,5,0,5,2026-07-30T14:01:10.360954
0,2,2,5,0,5,2026-07-30T14:01:12.214106
0,2,3,5,0,5,2026-07-30T14:01:14.059958
0,2,4,5,0,5,2026-07-30T14:01:15.521496
0,2,5,5,0,5,2026-07-30T14:01:17.415842
0,2,6,5,0,5,2026-07-30T14:01:18.458359
0,2,7,5,0,5,2026-07-30T14:01:19.913909
0,2,8,5,0,5,2026-07-30T14:01:21.574680
0,2,9,5,0,5,2026-07-30T14:01:23.024359
0,2,10,5,0,5,2026-07-30T14:01:24.056822
0,3,1,0,0,0,2026-07-30T14:01:25.107212
0,3,2,0,0,0,2026-07-30T14:01:26.140070
0,3,3,3,0,3,2026-07-30T14:01:27.641073
0,3,4,0,0,0,2026-07-30T14:01:28.713232
0,3,5,0,0,0,2026-07-30T14:01:29.932189
0,3,6,0,0,0,2026-07-30T14:01:31.811077
0,3,7,0,0,0,2026-07-30T14:01:33.287370
0,3,8,0,0,0,2026-07-30T14:01:34.531869
0,3,9,0,0,0,2026-07-30T14:01:35.582208
0,3,10,3,0,3,2026-07-30T14:01:38.058029
0,4,1,0,0,0,2026-07-30T14:01:39.914915
0,4,2,0,0,0,2026-07-30T14:01:40.955038
0,4,3,0,0,0,2026-07-30T14:01:42.604685
0,4,4,0,0,0,2026-07-30T14:01:43.667638
0,4,5,0,0,0,2026-07-30T14:01:45.115319
0,4,6,0,0,0,2026-07-30T14:01:46.561439
0,4,7,0,0,0,2026-07-30T14:01:47.626307
0,4,8,0,0,0,2026-07-30T14:01:48.640365
0,4,9,0,0,0,2026-07-30T14:01:50.291442
0,4,10,0,0,0,2026-07-30T14:01:51.351679
0,5,1,0,0,0,2026-07-30T14:01:52.992679
0,5,2,0,0,0,2026-07-30T14:01:54.862425
0,5,3,0,0,0,2026-07-30T14:01:56.532957
0,5,4,0,0,0,2026-07-30T14:01:58.202836
0,5,5,0,0,0,2026-07-30T14:01:59.229235
0,5,6,0,0,0,2026-07-30T14:02:00.485473
0,5,7,0,0,0,2026-07-30T14:02:02.354896
0,5,8,0,0,0,2026-07-30T14:02:03.796788
0,5,9,0,0,0,2026-07-30T14:02:05.061602
0,5,10,0,0,0,2026-07-30T14:02:06.735288
0,6,1,5,0,5,2026-07-30T14:02:07.981563
0,6,2,5,0,5,2026-07-30T14:02:09.018931
0,6,3,5,0,5,2026-07-30T14:02:10.274943
0,6,4,5,0,5,2026-07-30T14:02:11.920974
0,6,5,5,0,5,2026-07-30T14:02:15.129486
0,6,6,4,0,4,2026-07-30T14:02:16.168354
0,6,7,5,0,5,2026-07-30T14:02:17.616565
0,6,8,5,0,5,2026-07-30T14:02:19.466942
0,6,9,5,0,5,2026-07-30T14:02:21.121164
0,6,10,5,0,5,2026-07-30T14:02:22.165821
0,7,1,4,0,4,2026-07-30T14:02:23.207056
