persona_id,question_id,average_score,standard_deviation
0,1,3.8,0.4216370213557839
0,2,2.0,0.0
0,3,5.0,0.0
0,4,1.9,0.31622776601683794
0,5,4.9,0.31622776601683794
0,6,3.0,0.0
0,7,4.7,0.48304589153964794
0,8,1.8,0.4216370213557839
0,9,4.0,0.0
0,10,5.0,0.0
0,11,4.0,0.0
0,12,1.0,0.0
0,13,5.0,0.0
0,14,3.0,0.0
0,15,4.0,0.0
0,16,4.0,0.0
0,17,4.0,0.0
0,18,2.0,0.0
0,19,3.0,0.0
0,20,4.1,0.31622776601683794
0,21,3.0,0.0
0,22,3.0,0.0
0,23,1.0,0.0
0,24,4.0,0.0
0,25,5.0,0.0
0,26,4.0,0.0
0,27,2.0,0.0
0,28,5.0,0.0
0,29,3.0,0.0
0,30,3.0,0.0
0,31,2.2,0.4216370213557839
0,32,4.4,0.5163977794943222
0,33,4.1,0.31622776601683794
0,34,4.0,0.0
0,35,1.1,0.31622776601683794
0,36,3.7,0.48304589153964794
0,37,2.0,0.0
0,38,5.0,0.0
0,39,3.0,0.0
0,40,5.0,0.0
0,41,3.0,0.0
0,42,5.0,0.0
0,43,2.0,0.0
0,44,3.0,0.0
1,1,5.0,0.0
1,2,1.9,0.31622776601683794
1,3,5.0,0.0
1,4,1.0,0.0
1,5,4.1,0.31622776601683794
1,6,1.4,0.5163977794943223
1,7,5.0,0.0
1,8,2.9,0.31622776601683794
1,9,2.1,0.31622776601683794
1,10,5.0,0.0
1,11,5.0,0.0
1,12,1.0,0.0
1,13,5.0,0.0
1,14,3.0,0.0
1,15,4.0,0.0
1,16,5.0,0.0
1,17,4.7,0.48304589153964794
1,18,2.7,0.48304589153964794
1,19,2.9,0.31622776601683794
1,20,5.0,0.0
1,21,1.4,0.5163977794943223
1,22,4.0,0.0
1,23,2.0,0.0
1,24,3.0,0.0
1,25,4.3,0.48304589153964794
1,26,4.0,0.0
1,27,2.0,0.0
1,28,5.0,0.0
1,29,3.0,0.0
1,30,5.0,0.0
1,31,2.0,0.0
1,32,5.0,0.0
1,33,3.0,0.0
1,34,2.6,0.5163977794943223
1,35,1.0,0.0
1,36,4.7,0.48304589153964794
1,37,1.8,0.42163702135578396
1,38,3.3,0.48304589153964794
1,39,2.7,0.48304589153964794
1,40,4.0,0.0
1,41,1.0,0.0
1,42,5.0,0.0
1,43,3.0,0.0
1,44,3.0,0.0
2,1,4.0,0.0
2,2,2.0,0.0
2,3,5.0,0.0
2,4,1.6,0.5163977794943223
2,5,4.0,0.0
2,6,2.4,0.5163977794943223
2,7,5.0,0.0
2,8,2.0,0.0
2,9,4.0,0.0
2,10,5.0,0.0
2,11,4.0,0.0
2,12,1.0,0.0
2,13,5.0,0.0
2,14,3.0,0.0
2,15,4.0,0.0
2,16,4.6,0.5163977794943222
2,17,4.3,0.48304589153964794
2,18,2.9,0.31622776601683794
2,19,3.0,0.0
2,20,4.3,0.48304589153964794
2,21,2.0,0.0
2,22,4.0,0.0
2,23,2.0,0.0
2,24,4.0,0.0
2,25,4.8,0.4216370213557839
2,26,3.2,0.4216370213557839
2,27,1.9,0.31622776601683794
2,28,4.8,0.4216370213557839
2,29,3.0,0.0
2,30,4.5,0.5270462766947299
2,31,2.0,0.0
2,32,5.0,0.0
2,33,4.0,0.0
2,34,4.0,0.0
2,35,2.0,0.0
2,36,4.0,0.0
