persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,5,0,5,2026-06-16T23:47:40.037376
0,1,2,5,0,5,2026-06-16T23:47:41.439575
0,1,3,5,0,5,2026-06-16T23:47:42.845652
0,1,4,5,0,5,2026-06-16T23:47:44.444799
0,1,5,5,0,5,2026-06-16T23:47:46.060154
0,1,6,5,0,5,2026-06-16T23:47:47.276385
0,1,7,5,0,5,2026-06-16T23:47:48.270317
0,1,8,5,0,5,2026-06-16T23:47:50.071411
0,1,9,5,0,5,2026-06-16T23:47:51.658428
0,1,10,4,0,4,2026-06-16T23:47:53.461919
0,2,1,5,0,5,2026-06-16T23:47:54.876564
0,2,2,5,0,5,2026-06-16T23:47:56.479376
0,2,3,5,0,5,2026-06-16T23:47:57.490635
0,2,4,5,0,5,2026-06-16T23:48:05.328890
0,2,5,5,0,5,2026-06-16T23:48:06.946840
0,2,6,5,0,5,2026-06-16T23:48:08.352552
0,2,7,5,0,5,2026-06-16T23:48:09.766793
0,2,8,5,0,5,2026-06-16T23:48:11.570678
0,2,9,5,0,5,2026-06-16T23:48:13.181051
0,2,10,5,0,5,2026-06-16T23:48:14.792956
0,3,1,0,0,0,2026-06-16T23:48:16.617516
0,3,2,0,0,0,2026-06-16T23:48:18.026305
0,3,3,2,0,2,2026-06-16T23:48:19.446121
0,3,4,0,0,0,2026-06-16T23:48:20.667518
0,3,5,0,0,0,2026-06-16T23:48:22.477120
0,3,6,0,0,0,2026-06-16T23:48:24.302234
0,3,7,0,0,0,2026-06-16T23:48:25.531381
0,3,8,0,0,0,2026-06-16T23:48:27.346489
0,3,9,0,0,0,2026-06-16T23:48:28.355482
0,3,10,0,0,0,2026-06-16T23:48:29.344845
0,4,1,0,0,0,2026-06-16T23:48:31.173840
0,4,2,0,0,0,2026-06-16T23:48:32.600995
0,4,3,0,0,0,2026-06-16T23:48:33.601859
0,4,4,0,0,0,2026-06-16T23:48:35.446511
0,4,5,0,0,0,2026-06-16T23:48:36.869077
0,4,6,0,0,0,2026-06-16T23:48:38.866983
0,4,7,0,0,0,2026-06-16T23:48:39.680379
0,4,8,0,0,0,2026-06-16T23:48:40.902006
0,4,9,0,0,0,2026-06-16T23:48:42.530688
0,4,10,0,0,0,2026-06-16T23:48:44.148011
0,5,1,0,0,0,2026-06-16T23:48:45.345365
0,5,2,0,0,0,2026-06-16T23:48:46.542137
0,5,3,0,0,0,2026-06-16T23:48:48.167802
0,5,4,0,0,0,2026-06-16T23:48:49.572976
0,5,5,0,0,0,2026-06-16T23:48:51.394781
0,5,6,0,0,0,2026-06-16T23:48:53.215318
0,5,7,0,0,0,2026-06-16T23:48:54.624393
0,5,8,0,0,0,2026-06-16T23:48:56.458902
0,5,9,0,0,0,2026-06-16T23:49:00.995193
0,5,10,0,0,0,2026-06-16T23:49:16.272627
0,6,1,5,0,5,2026-06-16T23:49:18.095498
0,6,2,5,0,5,2026-06-16T23:49:20.975597
0,6,3,3,0,3,2026-06-16T23:49:25.517729
0,6,4,5,0,5,2026-06-16T23:49:27.730580
0,6,5,5,0,5,2026-06-16T23:49:29.146015
0,6,6,5,0,5,2026-06-16T23:49:30.564761
0,6,7,5,0,5,2026-06-16T23:49:32.168924
0,6,8,5,0,5,2026-06-16T23:49:34.594926
0,6,9,5,0,5,2026-06-16T23:49:35.822993
0,6,10,5,0,5,2026-06-16T23:49:37.634872
0,7,1,5,0,5,2026-06-16T23:49:39.467122
0,7,2,5,0,5,2026-06-16T23:49:41.080455
0,7,3,5,0,5,2026-06-16T23:49:42.280562
0,7,4,5,0,5,2026-06-16T23:49:44.087671
0,7,5,5,0,5,2026-06-16T23:49:45.297817
0,7,6,5,0,5,2026-06-16T23:49:46.705559
0,7,7,5,0,5,2026-06-16T23:49:47.902677
0,7,8,5,0,5,2026-06-16T23:49:49.102427
0,7,9,5,0,5,2026-06-16T23:49:50.902593
0,7,10,5,0,5,2026-06-16T23:49:52.512817
0,8,1,5,0,5,2026-06-16T23:49:54.127522
0,8,2,3,0,3,2026-06-16T23:49:55.322866
0,8,3,5,0,5,2026-06-16T23:49:56.318177
0,8,4,5,0,5,2026-06-16T23:49:58.133604
0,8,5,5,0,5,2026-06-16T23:49:59.144107
0,8,6,5,0,5,2026-06-16T23:50:01.559608
0,8,7,5,0,5,2026-06-16T23:50:02.998664
0,8,8,0,0,0,2026-06-16T23:50:04.220622
0,8,9,3,0,3,2026-06-16T23:50:06.032912
0,8,10,3,0,3,2026-06-16T23:50:07.649307
0,9,1,0,0,0,2026-06-16T23:50:09.660931
0,9,2,0,0,0,2026-06-16T23:50:11.074744
0,9,3,0,0,0,2026-06-16T23:50:15.619884
0,9,4,0,0,0,2026-06-16T23:50:16.849362
0,9,5,0,0,0,2026-06-16T23:50:18.051567
0,9,6,5,0,5,2026-06-16T23:50:19.659962
0,9,7,0,0,0,2026-06-16T23:50:21.092428
0,9,8,0,0,0,2026-06-16T23:50:22.721438
0,9,9,0,0,0,2026-06-16T23:50:24.533144
0,9,10,0,0,0,2026-06-16T23:50:25.740572
0,10,1,0,0,0,2026-06-16T23:50:27.350155
0,10,2,0,0,0,2026-06-16T23:50:28.554072
0,10,3,0,0,0,2026-06-16T23:50:31.690963
