question_id,run_index,rating,failures,response,collected_at
1,1,5,0,5,2026-06-17T13:23:58.219351
1,2,5,0,5,2026-06-17T13:23:59.852941
1,3,5,0,5,2026-06-17T13:24:00.864445
1,4,5,0,5,2026-06-17T13:24:02.283818
1,5,5,0,5,2026-06-17T13:24:04.103155
1,6,5,0,5,2026-06-17T13:24:05.116358
1,7,5,0,5,2026-06-17T13:24:06.551598
1,8,5,0,5,2026-06-17T13:24:08.177575
1,9,5,0,5,2026-06-17T13:24:09.617198
1,10,5,0,5,2026-06-17T13:24:11.040756
2,1,5,0,5,2026-06-17T13:24:12.080714
2,2,5,0,5,2026-06-17T13:24:13.698420
2,3,5,0,5,2026-06-17T13:24:14.732264
2,4,5,0,5,2026-06-17T13:24:16.554099
2,5,5,0,5,2026-06-17T13:24:18.011816
2,6,5,0,5,2026-06-17T13:24:19.232945
2,7,5,0,5,2026-06-17T13:24:20.857044
2,8,5,0,5,2026-06-17T13:24:22.490281
2,9,5,0,5,2026-06-17T13:24:23.319215
2,10,5,0,5,2026-06-17T13:24:24.341031
3,1,5,0,5,2026-06-17T13:24:25.766734
3,2,5,0,5,2026-06-17T13:24:27.590489
3,3,5,0,5,2026-06-17T13:24:29.228714
3,4,5,0,5,2026-06-17T13:24:31.056910
3,5,5,0,5,2026-06-17T13:24:32.269285
3,6,5,0,5,2026-06-17T13:24:33.736832
3,7,5,0,5,2026-06-17T13:24:35.545906
3,8,5,0,5,2026-06-17T13:24:36.836364
3,9,5,0,5,2026-06-17T13:24:37.839706
3,10,5,0,5,2026-06-17T13:24:39.258413
4,1,5,0,5,2026-06-17T13:24:40.266998
4,2,0,0,0,2026-06-17T13:24:41.282145
4,3,0,0,0,2026-06-17T13:24:42.520802
4,4,0,0,0,2026-06-17T13:24:43.526546
4,5,0,0,0,2026-06-17T13:24:45.156536
4,6,0,0,0,2026-06-17T13:24:46.580135
4,7,0,0,0,2026-06-17T13:24:47.994512
4,8,0,0,0,2026-06-17T13:24:49.209072
4,9,5,0,5,2026-06-17T13:24:50.834549
4,10,5,0,5,2026-06-17T13:24:52.041033
5,1,5,0,5,2026-06-17T13:24:53.855275
5,2,5,0,5,2026-06-17T13:24:54.889562
5,3,5,0,5,2026-06-17T13:24:56.105456
5,4,5,0,5,2026-06-17T13:24:57.333299
5,5,5,0,5,2026-06-17T13:24:58.540585
5,6,5,0,5,2026-06-17T13:25:00.379850
5,7,5,0,5,2026-06-17T13:25:01.989859
5,8,5,0,5,2026-06-17T13:25:03.407952
5,9,0,0,0,2026-06-17T13:25:04.415293
5,10,5,0,5,2026-06-17T13:25:05.830728
6,1,5,0,5,2026-06-17T13:25:07.255847
6,2,5,0,5,2026-06-17T13:25:08.470270
6,3,5,0,5,2026-06-17T13:25:09.490750
6,4,5,0,5,2026-06-17T13:25:10.903010
6,5,5,0,5,2026-06-17T13:25:12.324077
6,6,5,0,5,2026-06-17T13:25:13.740392
6,7,5,0,5,2026-06-17T13:25:14.945585
6,8,5,0,5,2026-06-17T13:25:16.766827
6,9,5,0,5,2026-06-17T13:25:18.383071
6,10,5,0,5,2026-06-17T13:25:19.400912
7,1,5,0,5,2026-06-17T13:25:20.604740
7,2,5,0,5,2026-06-17T13:25:21.635533
7,3,5,0,5,2026-06-17T13:25:23.055535
7,4,5,0,5,2026-06-17T13:25:24.671158
7,5,5,0,5,2026-06-17T13:25:25.455162
7,6,5,0,5,2026-06-17T13:25:27.093053
7,7,5,0,5,2026-06-17T13:25:28.123339
7,8,5,0,5,2026-06-17T13:25:29.546234
7,9,5,0,5,2026-06-17T13:25:30.560819
7,10,5,0,5,2026-06-17T13:25:31.967355
8,1,5,0,5,2026-06-17T13:25:32.780351
8,2,5,0,5,2026-06-17T13:25:33.973109
8,3,5,0,5,2026-06-17T13:25:35.381944
8,4,5,0,5,2026-06-17T13:25:37.212366
8,5,5,0,5,2026-06-17T13:25:38.435423
8,6,5,0,5,2026-06-17T13:25:40.040928
8,7,5,0,5,2026-06-17T13:25:41.458219
8,8,5,0,5,2026-06-17T13:25:42.689357
8,9,5,0,5,2026-06-17T13:25:46.556296
8,10,5,0,5,2026-06-17T13:25:48.394873
9,1,0,0,0,2026-06-17T13:25:50.020709
9,2,5,0,5,2026-06-17T13:25:51.602612
9,3,5,0,5,2026-06-17T13:25:53.203533
9,4,5,0,5,2026-06-17T13:25:55.040361
9,5,0,0,0,2026-06-17T13:25:56.640193
9,6,0,0,0,2026-06-17T13:25:57.660600
9,7,5,0,5,2026-06-17T13:25:59.082650
9,8,0,0,0,2026-06-17T13:26:00.490603
9,9,5,0,5,2026-06-17T13:26:02.124977
9,10,5,0,5,2026-06-17T13:26:03.740745
10,1,0,0,0,2026-06-17T13:26:04.802925
10,2,0,0,0,2026-06-17T13:26:06.417784
10,3,0,0,0,2026-06-17T13:26:07.205309
10,4,0,0,0,2026-06-17T13:26:08.020855
10,5,0,0,0,2026-06-17T13:26:09.041468
10,6,0,0,0,2026-06-17T13:26:10.864613
10,7,0,0,0,2026-06-17T13:26:11.884911
10,8,0,0,0,2026-06-17T13:26:13.096456
10,9,0,0,0,2026-06-17T13:26:14.923086
10,10,0,0,0,2026-06-17T13:26:16.004361
11,1,5,0,5,2026-06-17T13:26:17.421015
11,2,5,0,5,2026-06-17T13:26:18.838807
11,3,5,0,5,2026-06-17T13:26:19.859467
11,4,5,0,5,2026-06-17T13:26:21.699664
11,5,5,0,5,2026-06-17T13:26:23.324644
11,6,5,0,5,2026-06-17T13:26:24.755132
11,7,5,0,5,2026-06-17T13:26:25.984281
11,8,5,0,5,2026-06-17T13:26:27.399814
11,9,5,0,5,2026-06-17T13:26:28.813952
11,10,5,0,5,2026-06-17T13:26:30.644071
12,1,5,0,5,2026-06-17T13:26:31.669730
12,2,5,0,5,2026-06-17T13:26:33.086338
12,3,5,0,5,2026-06-17T13:26:34.704464
12,4,5,0,5,2026-06-17T13:26:36.110271
12,5,5,0,5,2026-06-17T13:26:37.939930
12,6,5,0,5,2026-06-17T13:26:39.550212
12,7,5,0,5,2026-06-17T13:26:40.767240
12,8,5,0,5,2026-06-17T13:26:42.588401
12,9,5,0,5,2026-06-17T13:26:44.029926
12,10,5,0,5,2026-06-17T13:26:45.047593
13,1,5,0,5,2026-06-17T13:26:46.657071
13,2,5,0,5,2026-06-17T13:26:48.076077
13,3,5,0,5,2026-06-17T13:26:49.707073
13,4,5,0,5,2026-06-17T13:26:51.325490
13,5,5,0,5,2026-06-17T13:26:52.543733
13,6,5,0,5,2026-06-17T13:26:53.972734
13,7,5,0,5,2026-06-17T13:26:55.208103
13,8,5,0,5,2026-06-17T13:26:56.415816
13,9,5,0,5,2026-06-17T13:26:57.843662
13,10,5,0,5,2026-06-17T13:26:58.863128
14,1,5,0,5,2026-06-17T13:27:00.495176
14,2,5,0,5,2026-06-17T13:27:01.517408
14,3,5,0,5,2026-06-17T13:27:02.947483
14,4,5,0,5,2026-06-17T13:27:03.963026
14,5,5,0,5,2026-06-17T13:27:05.215072
14,6,5,0,5,2026-06-17T13:27:06.845860
14,7,5,0,5,2026-06-17T13:27:08.674430
14,8,5,0,5,2026-06-17T13:27:09.886025
14,9,5,0,5,2026-06-17T13:27:11.513496
14,10,5,0,5,2026-06-17T13:27:13.107442
15,1,5,0,5,2026-06-17T13:27:14.695819
15,2,5,0,5,2026-06-17T13:27:15.924201
15,3,5,0,5,2026-06-17T13:27:17.544004
15,4,5,0,5,2026-06-17T13:27:18.554031
15,5,5,0,5,2026-06-17T13:27:19.778150
15,6,5,0,5,2026-06-17T13:27:20.991482
