table_id,run_index,target_persona,correct_id,rating,correct,failures,response,table_json,collected_at
0,1,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:16.506812
0,2,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:18.383397
0,3,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:19.590711
0,4,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:22.256822
0,5,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:25.543409
0,6,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:27.244124
0,7,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:28.418043
0,8,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:29.287851
0,9,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:30.515438
0,10,B,0,0,1,0,0,"{""A"": 1, ""B"": 0, ""C"": 3, ""D"": 2, ""E"": 5, ""F"": 4}",2026-07-08T13:49:32.102704
1,1,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:33.099963
1,2,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:34.195869
1,3,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:35.281099
1,4,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:37.063086
1,5,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:40.042028
1,6,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:41.090707
1,7,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:42.030638
1,8,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:42.837874
1,9,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:44.739206
1,10,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:49:45.685584
2,1,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:49:46.335699
2,2,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:49:47.502437
2,3,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:49:48.255902
2,4,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:49:49.067214
2,5,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:49:50.006816
2,6,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:49:51.047840
2,7,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:49:53.743737
2,8,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:49:57.882736
2,9,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:50:00.128165
2,10,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:50:03.715678
3,1,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:06.799654
3,2,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:07.574963
3,3,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:08.192395
3,4,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:13.319402
3,5,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:14.998102
3,6,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:16.059697
3,7,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:17.142500
3,8,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:18.276943
3,9,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:19.175800
3,10,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:50:21.092656
4,1,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:22.012356
4,2,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:22.784720
4,3,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:23.445693
4,4,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:24.815428
4,5,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:25.636012
4,6,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:26.914985
4,7,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:31.214762
4,8,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:32.344505
4,9,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:34.476715
4,10,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:50:35.343623
5,1,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:35.965420
5,2,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:38.722541
5,3,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:40.176725
5,4,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:41.252405
5,5,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:42.466553
5,6,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:44.824059
5,7,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:46.298984
5,8,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:47.772060
5,9,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:48.585223
5,10,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:50:49.698426
6,1,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:50:50.520402
6,2,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:50:51.877370
