persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,3,0,3,2026-06-16T08:02:19.978693
0,1,2,3,0,3,2026-06-16T08:02:26.783522
0,1,3,3,0,3,2026-06-16T08:02:28.197518
0,1,4,3,0,3,2026-06-16T08:02:30.007133
0,1,5,3,0,3,2026-06-16T08:02:31.626552
0,1,6,3,0,3,2026-06-16T08:02:33.135348
0,1,7,3,0,3,2026-06-16T08:02:34.570623
0,1,8,3,0,3,2026-06-16T08:02:35.981323
0,1,9,3,0,3,2026-06-16T08:02:37.414735
0,1,10,3,0,3,2026-06-16T08:02:44.693832
0,2,1,5,0,5,2026-06-16T08:02:46.725283
0,2,2,5,0,5,2026-06-16T08:02:48.157706
0,2,3,5,0,5,2026-06-16T08:02:49.582523
0,2,4,5,0,5,2026-06-16T08:02:51.054848
0,2,5,5,0,5,2026-06-16T08:02:52.068100
0,2,6,5,0,5,2026-06-16T08:02:53.883101
0,2,7,5,0,5,2026-06-16T08:02:55.099105
0,2,8,5,0,5,2026-06-16T08:02:56.105765
0,2,9,5,0,5,2026-06-16T08:02:58.517735
0,2,10,5,0,5,2026-06-16T08:02:59.329706
0,3,1,1,0,1,2026-06-16T08:03:00.562065
0,3,2,1,0,1,2026-06-16T08:03:01.773856
0,3,3,1,0,1,2026-06-16T08:03:04.467220
0,3,4,1,0,1,2026-06-16T08:03:05.672104
0,3,5,1,0,1,2026-06-16T08:03:06.515362
0,3,6,1,0,1,2026-06-16T08:03:07.724824
0,3,7,1,0,1,2026-06-16T08:03:14.332242
0,3,8,1,0,1,2026-06-16T08:03:15.542782
0,3,9,1,0,1,2026-06-16T08:03:17.150787
0,3,10,1,0,1,2026-06-16T08:03:18.185489
0,4,1,2,0,2,2026-06-16T08:03:19.227887
0,4,2,2,0,2,2026-06-16T08:03:21.670694
0,4,3,2,0,2,2026-06-16T08:03:23.276430
0,4,4,2,0,2,2026-06-16T08:03:24.683274
0,4,5,2,0,2,2026-06-16T08:03:31.847073
0,4,6,2,0,2,2026-06-16T08:03:32.639886
0,4,7,2,0,2,2026-06-16T08:03:34.059436
0,4,8,2,0,2,2026-06-16T08:03:35.676082
0,4,9,1,0,1,2026-06-16T08:03:36.929467
0,4,10,2,0,2,2026-06-16T08:03:39.386092
0,5,1,1,0,1,2026-06-16T08:03:40.999627
