question_id,run_index,rating,failures,response,collected_at
1,1,5,0,5,2026-06-15T16:02:34.299733
1,2,5,0,5,2026-06-15T16:02:36.319070
1,3,5,0,5,2026-06-15T16:02:37.324324
1,4,5,0,5,2026-06-15T16:02:38.746156
1,5,5,0,5,2026-06-15T16:02:40.355547
1,6,5,0,5,2026-06-15T16:02:41.751894
1,7,5,0,5,2026-06-15T16:02:43.370015
1,8,5,0,5,2026-06-15T16:02:45.791004
1,9,5,0,5,2026-06-15T16:02:59.541524
1,10,5,0,5,2026-06-15T16:03:01.380533
2,1,5,0,5,2026-06-15T16:03:10.952580
2,2,5,0,5,2026-06-15T16:03:12.772145
2,3,5,0,5,2026-06-15T16:03:14.232050
2,4,5,0,5,2026-06-15T16:03:16.051244
2,5,5,0,5,2026-06-15T16:03:26.448919
2,6,5,0,5,2026-06-15T16:03:28.063720
2,7,5,0,5,2026-06-15T16:03:29.487142
2,8,5,0,5,2026-06-15T16:03:31.522342
2,9,5,0,5,2026-06-15T16:03:32.932542
2,10,5,0,5,2026-06-15T16:03:34.748366
3,1,0,0,0,2026-06-15T16:03:36.173118
3,2,0,0,0,2026-06-15T16:03:38.189664
3,3,0,0,0,2026-06-15T16:03:40.839448
3,4,0,0,0,2026-06-15T16:03:42.875599
3,5,0,0,0,2026-06-15T16:03:44.122342
3,6,3,0,3,2026-06-15T16:03:46.357581
3,7,0,0,0,2026-06-15T16:03:53.511569
3,8,3,0,3,2026-06-15T16:03:55.326248
3,9,0,0,0,2026-06-15T16:03:57.343504
3,10,0,0,0,2026-06-15T16:04:04.492076
4,1,3,0,3,2026-06-15T16:04:07.638784
4,2,2,0,2,2026-06-15T16:04:09.659531
4,3,3,0,3,2026-06-15T16:04:10.869544
4,4,3,0,3,2026-06-15T16:04:23.282435
4,5,3,0,3,2026-06-15T16:04:31.919649
4,6,3,0,3,2026-06-15T16:04:33.524987
4,7,3,0,3,2026-06-15T16:04:35.356990
4,8,3,0,3,2026-06-15T16:04:37.182390
4,9,2,0,2,2026-06-15T16:04:42.593701
4,10,3,0,3,2026-06-15T16:04:49.828344
5,1,0,0,0,2026-06-15T16:04:58.513315
5,2,0,0,0,2026-06-15T16:05:00.529478
5,3,0,0,0,2026-06-15T16:05:01.756796
5,4,0,0,0,2026-06-15T16:05:02.963250
5,5,0,0,0,2026-06-15T16:05:10.070655
5,6,0,0,0,2026-06-15T16:05:11.846254
5,7,3,0,3,2026-06-15T16:05:13.626250
5,8,0,0,0,2026-06-15T16:05:15.228048
5,9,0,0,0,2026-06-15T16:05:22.344514
5,10,0,0,0,2026-06-15T16:05:25.004339
6,1,4,0,4,2026-06-15T16:05:26.427639
6,2,5,0,5,2026-06-15T16:05:27.834619
6,3,5,0,5,2026-06-15T16:05:35.687766
6,4,5,0,5,2026-06-15T16:05:36.902012
6,5,5,0,5,2026-06-15T16:05:38.298553
6,6,5,0,5,2026-06-15T16:05:40.105430
6,7,5,0,5,2026-06-15T16:05:41.710120
6,8,5,0,5,2026-06-15T16:05:48.897179
6,9,5,0,5,2026-06-15T16:05:50.316467
6,10,5,0,5,2026-06-15T16:05:52.327189
7,1,5,0,5,2026-06-15T16:06:00.997377
7,2,5,0,5,2026-06-15T16:06:03.625862
7,3,5,0,5,2026-06-15T16:06:05.036422
7,4,5,0,5,2026-06-15T16:06:06.456768
7,5,5,0,5,2026-06-15T16:06:13.646679
7,6,5,0,5,2026-06-15T16:06:21.585397
7,7,5,0,5,2026-06-15T16:06:26.130463
7,8,5,0,5,2026-06-15T16:06:33.331563
7,9,5,0,5,2026-06-15T16:06:35.739200
7,10,5,0,5,2026-06-15T16:06:37.762730
8,1,3,0,3,2026-06-15T16:06:39.384388
8,2,3,0,3,2026-06-15T16:06:40.808648
8,3,4,0,4,2026-06-15T16:06:43.033262
8,4,4,0,4,2026-06-15T16:06:44.460030
8,5,3,0,3,2026-06-15T16:06:45.664780
8,6,3,0,3,2026-06-15T16:06:53.553194
8,7,3,0,3,2026-06-15T16:06:55.770088
8,8,4,0,4,2026-06-15T16:06:57.186450
8,9,4,0,4,2026-06-15T16:06:58.608730
8,10,3,0,3,2026-06-15T16:07:05.810383
9,1,0,0,0,2026-06-15T16:07:07.640855
9,2,0,0,0,2026-06-15T16:07:09.649141
9,3,0,0,0,2026-06-15T16:07:11.665246
9,4,2,0,2,2026-06-15T16:07:13.479792
9,5,0,0,0,2026-06-15T16:07:14.711659
9,6,0,0,0,2026-06-15T16:07:16.570713
9,7,0,0,0,2026-06-15T16:07:18.600598
9,8,0,0,0,2026-06-15T16:07:25.194497
9,9,0,0,0,2026-06-15T16:07:28.104746
9,10,1,0,1,2026-06-15T16:07:29.722783
10,1,0,0,0,2026-06-15T16:07:31.546110
10,2,0,0,0,2026-06-15T16:07:39.474708
10,3,0,0,0,2026-06-15T16:07:41.332879
10,4,0,0,0,2026-06-15T16:07:43.375572
10,5,0,0,0,2026-06-15T16:07:45.601373
10,6,0,0,0,2026-06-15T16:07:48.796132
10,7,0,0,0,2026-06-15T16:07:50.804648
10,8,0,0,0,2026-06-15T16:07:51.818972
10,9,0,0,0,2026-06-15T16:07:59.478079
10,10,0,0,0,2026-06-15T16:08:01.115189
11,1,5,0,5,2026-06-15T16:08:02.548991
11,2,5,0,5,2026-06-15T16:08:04.368703
11,3,5,0,5,2026-06-15T16:08:06.187901
11,4,5,0,5,2026-06-15T16:08:08.010694
11,5,5,0,5,2026-06-15T16:08:09.632461
11,6,5,0,5,2026-06-15T16:08:11.054785
11,7,5,0,5,2026-06-15T16:08:17.637647
11,8,5,0,5,2026-06-15T16:08:19.072021
