question_id,run_index,rating,failures,response,collected_at
1,1,5,0,5,2026-06-21T04:20:41.639051
1,2,5,0,5,2026-06-21T04:20:42.683990
1,3,5,0,5,2026-06-21T04:20:44.174849
1,4,5,0,5,2026-06-21T04:20:45.835196
1,5,5,0,5,2026-06-21T04:20:46.877478
1,6,5,0,5,2026-06-21T04:20:48.744491
1,7,5,0,5,2026-06-21T04:20:50.181755
1,8,5,0,5,2026-06-21T04:20:51.636769
1,9,5,0,5,2026-06-21T04:20:53.101451
1,10,5,0,5,2026-06-21T04:20:54.166506
2,1,5,0,5,2026-06-21T04:20:55.813027
2,2,5,0,5,2026-06-21T04:20:56.846404
2,3,5,0,5,2026-06-21T04:20:57.909134
2,4,5,0,5,2026-06-21T04:20:59.757335
2,5,5,0,5,2026-06-21T04:21:00.997528
2,6,5,0,5,2026-06-21T04:21:02.054519
2,7,5,0,5,2026-06-21T04:21:03.305746
2,8,5,0,5,2026-06-21T04:21:04.352967
2,9,5,0,5,2026-06-21T04:21:06.010729
2,10,5,0,5,2026-06-21T04:21:07.661721
3,1,5,0,5,2026-06-21T04:21:09.562424
3,2,5,0,5,2026-06-21T04:21:10.608840
3,3,5,0,5,2026-06-21T04:21:12.243227
3,4,5,0,5,2026-06-21T04:21:13.561924
3,5,5,0,5,2026-06-21T04:21:14.806974
3,6,5,0,5,2026-06-21T04:21:15.854690
3,7,5,0,5,2026-06-21T04:21:17.304257
3,8,5,0,5,2026-06-21T04:21:18.376185
3,9,5,0,5,2026-06-21T04:21:19.192714
3,10,5,0,5,2026-06-21T04:21:20.848603
4,1,5,0,5,2026-06-21T04:21:21.691314
4,2,5,0,5,2026-06-21T04:21:23.137922
4,3,5,0,5,2026-06-21T04:21:24.183247
4,4,5,0,5,2026-06-21T04:21:25.838642
4,5,5,0,5,2026-06-21T04:21:27.683347
4,6,5,0,5,2026-06-21T04:21:28.742025
4,7,5,0,5,2026-06-21T04:21:29.592987
4,8,5,0,5,2026-06-21T04:21:30.653927
4,9,5,0,5,2026-06-21T04:21:31.697579
4,10,5,0,5,2026-06-21T04:21:33.569208
5,1,5,0,5,2026-06-21T04:21:35.396163
5,2,5,0,5,2026-06-21T04:21:36.660001
5,3,5,0,5,2026-06-21T04:21:37.495973
5,4,5,0,5,2026-06-21T04:21:38.345719
5,5,5,0,5,2026-06-21T04:21:39.684078
5,6,5,0,5,2026-06-21T04:21:40.723759
5,7,5,0,5,2026-06-21T04:21:42.364583
5,8,5,0,5,2026-06-21T04:21:43.839977
5,9,5,0,5,2026-06-21T04:21:45.686768
5,10,5,0,5,2026-06-21T04:21:47.149722
6,1,5,0,5,2026-06-21T04:21:48.402393
