persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,4,0,4,2026-06-15T16:12:11.154696
0,1,2,4,0,4,2026-06-15T16:12:12.981239
0,1,3,4,0,4,2026-06-15T16:12:16.440977
0,1,4,4,0,4,2026-06-15T16:12:18.065298
0,1,5,4,0,4,2026-06-15T16:12:19.507078
0,1,6,3,0,3,2026-06-15T16:12:20.730567
0,1,7,3,0,3,2026-06-15T16:12:22.147445
0,1,8,4,0,4,2026-06-15T16:12:23.856865
0,1,9,4,0,4,2026-06-15T16:12:25.070855
0,1,10,4,0,4,2026-06-15T16:12:26.695508
0,2,1,5,0,5,2026-06-15T16:12:28.517190
0,2,2,5,0,5,2026-06-15T16:12:29.730867
0,2,3,5,0,5,2026-06-15T16:12:31.952276
0,2,4,5,0,5,2026-06-15T16:12:33.349656
0,2,5,5,0,5,2026-06-15T16:12:34.958045
0,2,6,5,0,5,2026-06-15T16:12:36.370659
0,2,7,5,0,5,2026-06-15T16:12:37.793809
0,2,8,5,0,5,2026-06-15T16:12:38.810817
0,2,9,5,0,5,2026-06-15T16:12:40.637007
0,2,10,5,0,5,2026-06-15T16:12:41.636544
0,3,1,0,0,0,2026-06-15T16:12:42.844743
0,3,2,0,0,0,2026-06-15T16:12:44.646646
0,3,3,2,0,2,2026-06-15T16:12:46.051387
0,3,4,0,0,0,2026-06-15T16:12:47.293433
0,3,5,0,0,0,2026-06-15T16:12:48.907137
0,3,6,1,0,1,2026-06-15T16:12:50.721232
0,3,7,1,0,1,2026-06-15T16:12:52.543561
0,3,8,0,0,0,2026-06-15T16:12:54.567511
0,3,9,0,0,0,2026-06-15T16:12:55.769783
0,3,10,0,0,0,2026-06-15T16:12:57.562631
0,4,1,0,0,0,2026-06-15T16:12:58.966454
0,4,2,0,0,0,2026-06-15T16:12:59.962944
0,4,3,0,0,0,2026-06-15T16:13:01.587838
0,4,4,0,0,0,2026-06-15T16:13:03.208865
0,4,5,0,0,0,2026-06-15T16:13:04.831030
0,4,6,0,0,0,2026-06-15T16:13:05.837210
0,4,7,0,0,0,2026-06-15T16:13:07.226684
0,4,8,0,0,0,2026-06-15T16:13:08.395345
0,4,9,0,0,0,2026-06-15T16:13:09.612897
0,4,10,0,0,0,2026-06-15T16:13:11.033867
0,5,1,0,0,0,2026-06-15T16:13:12.871673
0,5,2,0,0,0,2026-06-15T16:13:14.297943
0,5,3,0,0,0,2026-06-15T16:13:15.508444
0,5,4,0,0,0,2026-06-15T16:13:16.508155
0,5,5,0,0,0,2026-06-15T16:13:18.124927
