persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,3,0,3,2026-06-16T08:07:16.887016
0,1,2,3,0,3,2026-06-16T08:07:17.695614
0,1,3,3,0,3,2026-06-16T08:07:18.915078
0,1,4,3,0,3,2026-06-16T08:07:19.908534
0,1,5,3,0,3,2026-06-16T08:07:21.511190
0,1,6,3,0,3,2026-06-16T08:07:22.305515
0,1,7,4,0,4,2026-06-16T08:07:23.705538
0,1,8,3,0,3,2026-06-16T08:07:26.110178
0,1,9,3,0,3,2026-06-16T08:07:28.514632
0,1,10,3,0,3,2026-06-16T08:07:31.388380
0,2,1,5,0,5,2026-06-16T08:07:33.187861
0,2,2,4,0,4,2026-06-16T08:07:33.986263
0,2,3,5,0,5,2026-06-16T08:07:35.608960
0,2,4,5,0,5,2026-06-16T08:07:36.819185
0,2,5,5,0,5,2026-06-16T08:07:38.023542
0,2,6,5,0,5,2026-06-16T08:07:39.217917
0,2,7,5,0,5,2026-06-16T08:07:40.847028
0,2,8,5,0,5,2026-06-16T08:07:42.448973
0,2,9,5,0,5,2026-06-16T08:07:43.661250
0,2,10,5,0,5,2026-06-16T08:07:45.147943
0,3,1,1,0,1,2026-06-16T08:07:46.342278
0,3,2,1,0,1,2026-06-16T08:07:47.937447
0,3,3,1,0,1,2026-06-16T08:07:49.747986
0,3,4,1,0,1,2026-06-16T08:07:51.606755
0,3,5,1,0,1,2026-06-16T08:07:53.816941
0,3,6,1,0,1,2026-06-16T08:07:55.630631
0,3,7,1,0,1,2026-06-16T08:07:57.244727
0,3,8,1,0,1,2026-06-16T08:07:58.244037
0,3,9,1,0,1,2026-06-16T08:07:59.244745
0,3,10,1,0,1,2026-06-16T08:08:00.450183
0,4,1,1,0,1,2026-06-16T08:08:02.040144
0,4,2,2,0,2,2026-06-16T08:08:03.641485
0,4,3,2,0,2,2026-06-16T08:08:05.242154
0,4,4,1,0,1,2026-06-16T08:08:06.438651
0,4,5,1,0,1,2026-06-16T08:08:07.640693
0,4,6,1,0,1,2026-06-16T08:08:09.240320
0,4,7,1,0,1,2026-06-16T08:08:10.031144
0,4,8,2,0,2,2026-06-16T08:08:11.642677
0,4,9,1,0,1,2026-06-16T08:08:12.865811
0,4,10,1,0,1,2026-06-16T08:08:14.130213
0,5,1,1,0,1,2026-06-16T08:08:15.539784
0,5,2,1,0,1,2026-06-16T08:08:17.152731
0,5,3,1,0,1,2026-06-16T08:08:19.161879
0,5,4,1,0,1,2026-06-16T08:08:22.615595
0,5,5,1,0,1,2026-06-16T08:08:24.217863
0,5,6,1,0,1,2026-06-16T08:08:25.210645
0,5,7,1,0,1,2026-06-16T08:08:27.225869
0,5,8,1,0,1,2026-06-16T08:08:29.232074
0,5,9,1,0,1,2026-06-16T08:08:30.836448
0,5,10,1,0,1,2026-06-16T08:08:32.450640
0,6,1,4,0,4,2026-06-16T08:08:33.651769
0,6,2,4,0,4,2026-06-16T08:08:34.443481
0,6,3,4,0,4,2026-06-16T08:08:36.063899
0,6,4,4,0,4,2026-06-16T08:08:37.260428
0,6,5,4,0,4,2026-06-16T08:08:38.259579
0,6,6,4,0,4,2026-06-16T08:08:39.933890
0,6,7,4,0,4,2026-06-16T08:08:40.920996
0,6,8,4,0,4,2026-06-16T08:08:42.323106
