persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,3,0,3,2026-06-16T23:47:28.404068
0,1,2,3,0,3,2026-06-16T23:47:29.209318
0,1,3,3,0,3,2026-06-16T23:47:30.848813
0,1,4,3,0,3,2026-06-16T23:47:32.261644
0,1,5,3,0,3,2026-06-16T23:47:34.077956
0,1,6,3,0,3,2026-06-16T23:47:35.487993
0,1,7,3,0,3,2026-06-16T23:47:36.893733
0,1,8,3,0,3,2026-06-16T23:47:38.099017
0,1,9,3,0,3,2026-06-16T23:47:39.319078
0,1,10,3,0,3,2026-06-16T23:47:45.846033
0,2,1,5,0,5,2026-06-16T23:47:46.858246
0,2,2,5,0,5,2026-06-16T23:47:48.468126
0,2,3,5,0,5,2026-06-16T23:47:49.270412
0,2,4,5,0,5,2026-06-16T23:47:50.489253
0,2,5,5,0,5,2026-06-16T23:47:57.705795
0,2,6,5,0,5,2026-06-16T23:47:59.315294
0,2,7,5,0,5,2026-06-16T23:48:00.111601
0,2,8,5,0,5,2026-06-16T23:48:00.920689
0,2,9,5,0,5,2026-06-16T23:48:02.322895
0,2,10,5,0,5,2026-06-16T23:48:03.335025
0,3,1,1,0,1,2026-06-16T23:48:04.555015
0,3,2,1,0,1,2026-06-16T23:48:06.371137
0,3,3,1,0,1,2026-06-16T23:48:07.574343
0,3,4,1,0,1,2026-06-16T23:48:08.983982
0,3,5,1,0,1,2026-06-16T23:48:16.170408
0,3,6,1,0,1,2026-06-16T23:48:17.576584
0,3,7,1,0,1,2026-06-16T23:48:18.792708
0,3,8,1,0,1,2026-06-16T23:48:20.204865
0,3,9,1,0,1,2026-06-16T23:48:21.265982
0,3,10,1,0,1,2026-06-16T23:48:22.282929
0,4,1,2,0,2,2026-06-16T23:48:23.281370
0,4,2,2,0,2,2026-06-16T23:48:25.095418
0,4,3,2,0,2,2026-06-16T23:48:25.893058
0,4,4,2,0,2,2026-06-16T23:48:27.682496
0,4,5,2,0,2,2026-06-16T23:48:29.281412
0,4,6,2,0,2,2026-06-16T23:48:30.912465
0,4,7,2,0,2,2026-06-16T23:48:32.112456
0,4,8,2,0,2,2026-06-16T23:48:33.316667
0,4,9,2,0,2,2026-06-16T23:48:34.720066
0,4,10,2,0,2,2026-06-16T23:48:35.717084
0,5,1,1,0,1,2026-06-16T23:48:37.120351
0,5,2,1,0,1,2026-06-16T23:48:38.930417
0,5,3,1,0,1,2026-06-16T23:48:46.179549
0,5,4,1,0,1,2026-06-16T23:48:47.782540
0,5,5,1,0,1,2026-06-16T23:48:49.189016
0,5,6,1,0,1,2026-06-16T23:48:50.611817
0,5,7,1,0,1,2026-06-16T23:48:57.759903
0,5,8,1,0,1,2026-06-16T23:48:58.568978
0,5,9,1,0,1,2026-06-16T23:48:59.572946
0,5,10,1,0,1,2026-06-16T23:49:00.573656
0,6,1,5,0,5,2026-06-16T23:49:01.778076
0,6,2,5,0,5,2026-06-16T23:49:08.962436
0,6,3,5,0,5,2026-06-16T23:49:10.973168
0,6,4,5,0,5,2026-06-16T23:49:11.784544
0,6,5,5,0,5,2026-06-16T23:49:13.380145
0,6,6,5,0,5,2026-06-16T23:49:14.171102
0,6,7,5,0,5,2026-06-16T23:49:17.058776
0,6,8,5,0,5,2026-06-16T23:49:18.674525
0,6,9,5,0,5,2026-06-16T23:49:20.284149
0,6,10,5,0,5,2026-06-16T23:49:26.852635
0,7,1,5,0,5,2026-06-16T23:49:28.076042
0,7,2,5,0,5,2026-06-16T23:49:29.272054
0,7,3,5,0,5,2026-06-16T23:49:31.103275
0,7,4,5,0,5,2026-06-16T23:49:37.711757
0,7,5,5,0,5,2026-06-16T23:49:39.006048
0,7,6,5,0,5,2026-06-16T23:49:39.814925
0,7,7,5,0,5,2026-06-16T23:49:41.415177
0,7,8,5,0,5,2026-06-16T23:49:42.653752
0,7,9,5,0,5,2026-06-16T23:49:43.472808
0,7,10,5,0,5,2026-06-16T23:49:44.684728
0,8,1,3,0,3,2026-06-16T23:49:46.295900
0,8,2,3,0,3,2026-06-16T23:49:47.494324
0,8,3,3,0,3,2026-06-16T23:49:48.499685
0,8,4,3,0,3,2026-06-16T23:49:51.147247
0,8,5,3,0,3,2026-06-16T23:49:52.540083
0,8,6,3,0,3,2026-06-16T23:49:53.942230
0,8,7,3,0,3,2026-06-16T23:49:55.358069
0,8,8,3,0,3,2026-06-16T23:49:57.162279
0,8,9,3,0,3,2026-06-16T23:49:58.376198
0,8,10,3,0,3,2026-06-16T23:49:59.579723
0,9,1,1,0,1,2026-06-16T23:50:00.798643
0,9,2,1,0,1,2026-06-16T23:50:03.959175
0,9,3,1,0,1,2026-06-16T23:50:05.765365
0,9,4,1,0,1,2026-06-16T23:50:07.582813
0,9,5,1,0,1,2026-06-16T23:50:09.392504
0,9,6,1,0,1,2026-06-16T23:50:10.590074
0,9,7,1,0,1,2026-06-16T23:50:12.238207
0,9,8,1,0,1,2026-06-16T23:50:13.259387
0,9,9,1,0,1,2026-06-16T23:50:16.697833
0,9,10,1,0,1,2026-06-16T23:50:18.356338
0,10,1,1,0,1,2026-06-16T23:50:19.363779
0,10,2,1,0,1,2026-06-16T23:50:20.978457
0,10,3,1,0,1,2026-06-16T23:50:22.604558
0,10,4,1,0,1,2026-06-16T23:50:23.610663
0,10,5,1,0,1,2026-06-16T23:50:24.624064
0,10,6,1,0,1,2026-06-16T23:50:26.230771
0,10,7,1,0,1,2026-06-16T23:50:27.225333
0,10,8,1,0,1,2026-06-16T23:50:33.772472
0,10,9,1,0,1,2026-06-16T23:50:36.665055
0,10,10,1,0,1,2026-06-16T23:50:38.467264
0,11,1,3,0,3,2026-06-16T23:50:39.251286
0,11,2,3,0,3,2026-06-16T23:50:40.467212
0,11,3,3,0,3,2026-06-16T23:50:42.872333
0,11,4,3,0,3,2026-06-16T23:50:44.076053
0,11,5,3,0,3,2026-06-16T23:50:45.083620
0,11,6,3,0,3,2026-06-16T23:50:46.462093
0,11,7,3,0,3,2026-06-16T23:50:48.087332
0,11,8,3,0,3,2026-06-16T23:50:49.884248
0,11,9,3,0,3,2026-06-16T23:50:51.294393
0,11,10,3,0,3,2026-06-16T23:50:52.107188
0,12,1,5,0,5,2026-06-16T23:50:59.288189
0,12,2,5,0,5,2026-06-16T23:51:00.689910
0,12,3,5,0,5,2026-06-16T23:51:01.689980
0,12,4,5,0,5,2026-06-16T23:51:03.108058
0,12,5,5,0,5,2026-06-16T23:51:04.315809
0,12,6,5,0,5,2026-06-16T23:51:11.490902
0,12,7,5,0,5,2026-06-16T23:51:14.357975
0,12,8,5,0,5,2026-06-16T23:51:15.759814
0,12,9,5,0,5,2026-06-16T23:51:16.970044
0,12,10,5,0,5,2026-06-16T23:51:18.579365
0,13,1,2,0,2,2026-06-16T23:51:19.767232
0,13,2,2,0,2,2026-06-16T23:51:20.779599
0,13,3,2,0,2,2026-06-16T23:51:22.378046
0,13,4,2,0,2,2026-06-16T23:51:23.386346
0,13,5,2,0,2,2026-06-16T23:51:25.789585
0,13,6,2,0,2,2026-06-16T23:51:26.792309
0,13,7,2,0,2,2026-06-16T23:51:28.207463
0,13,8,2,0,2,2026-06-16T23:51:29.415612
0,13,9,2,0,2,2026-06-16T23:51:32.057226
0,13,10,2,0,2,2026-06-16T23:51:33.460192
0,14,1,4,0,4,2026-06-16T23:51:34.881881
0,14,2,4,0,4,2026-06-16T23:51:36.685750
0,14,3,4,0,4,2026-06-16T23:51:38.298691
0,14,4,4,0,4,2026-06-16T23:51:39.904229
0,14,5,4,0,4,2026-06-16T23:51:47.092109
0,14,6,4,0,4,2026-06-16T23:51:48.323269
0,14,7,4,0,4,2026-06-16T23:51:49.126060
0,14,8,4,0,4,2026-06-16T23:51:50.339121
0,14,9,4,0,4,2026-06-16T23:51:51.178375
0,14,10,4,0,4,2026-06-16T23:51:51.979668
0,15,1,0,0,0,2026-06-16T23:51:54.394500
0,15,2,0,0,0,2026-06-16T23:51:55.593155
0,15,3,0,0,0,2026-06-16T23:51:56.403016
0,15,4,0,0,0,2026-06-16T23:51:57.218501
0,15,5,0,0,0,2026-06-16T23:51:58.617365
0,15,6,0,0,0,2026-06-16T23:52:00.253545
0,15,7,0,0,0,2026-06-16T23:52:01.368013
0,15,8,0,0,0,2026-06-16T23:52:02.751741
0,15,9,0,0,0,2026-06-16T23:52:04.158036
0,15,10,0,0,0,2026-06-16T23:52:05.948480
0,16,1,3,0,3,2026-06-16T23:52:07.771395
0,16,2,3,0,3,2026-06-16T23:52:09.162363
0,16,3,3,0,3,2026-06-16T23:52:10.373825
0,16,4,3,0,3,2026-06-16T23:52:11.988899
0,16,5,3,0,3,2026-06-16T23:52:13.593914
