persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,3,0,3,2026-06-16T08:02:20.099432
0,1,2,3,0,3,2026-06-16T08:02:21.327606
0,1,3,3,0,3,2026-06-16T08:02:22.535749
0,1,4,3,0,3,2026-06-16T08:02:24.155087
0,1,5,3,0,3,2026-06-16T08:02:25.164714
0,1,6,3,0,3,2026-06-16T08:02:26.791875
0,1,7,3,0,3,2026-06-16T08:02:27.620185
0,1,8,3,0,3,2026-06-16T08:02:28.639558
0,1,9,3,0,3,2026-06-16T08:02:29.444429
0,1,10,3,0,3,2026-06-16T08:02:31.052350
0,2,1,5,0,5,2026-06-16T08:02:38.949833
0,2,2,5,0,5,2026-06-16T08:02:40.757563
0,2,3,5,0,5,2026-06-16T08:02:42.575467
0,2,4,5,0,5,2026-06-16T08:02:44.396959
0,2,5,5,0,5,2026-06-16T08:02:46.209129
0,2,6,5,0,5,2026-06-16T08:02:47.617386
0,2,7,5,0,5,2026-06-16T08:02:48.646025
0,2,8,5,0,5,2026-06-16T08:02:49.648828
0,2,9,5,0,5,2026-06-16T08:02:56.892473
0,2,10,5,0,5,2026-06-16T08:02:58.293987
0,3,1,1,0,1,2026-06-16T08:02:59.552156
0,3,2,1,0,1,2026-06-16T08:03:00.966286
0,3,3,1,0,1,2026-06-16T08:03:02.384722
0,3,4,1,0,1,2026-06-16T08:03:08.943211
0,3,5,1,0,1,2026-06-16T08:03:10.535758
0,3,6,1,0,1,2026-06-16T08:03:11.953232
0,3,7,1,0,1,2026-06-16T08:03:12.965675
0,3,8,1,0,1,2026-06-16T08:03:13.793442
0,3,9,1,0,1,2026-06-16T08:03:20.350118
0,3,10,1,0,1,2026-06-16T08:03:21.959544
0,4,1,2,0,2,2026-06-16T08:03:23.186646
0,4,2,2,0,2,2026-06-16T08:03:24.821351
0,4,3,2,0,2,2026-06-16T08:03:25.869501
0,4,4,2,0,2,2026-06-16T08:03:27.080752
0,4,5,2,0,2,2026-06-16T08:03:28.092954
0,4,6,2,0,2,2026-06-16T08:03:29.500409
0,4,7,2,0,2,2026-06-16T08:03:31.106127
0,4,8,2,0,2,2026-06-16T08:03:32.923292
0,4,9,2,0,2,2026-06-16T08:03:34.329645
0,4,10,2,0,2,2026-06-16T08:03:35.923453
0,5,1,1,0,1,2026-06-16T08:03:43.764283
0,5,2,1,0,1,2026-06-16T08:03:45.608915
0,5,3,1,0,1,2026-06-16T08:03:47.012558
0,5,4,1,0,1,2026-06-16T08:03:48.229203
0,5,5,1,0,1,2026-06-16T08:03:55.404062
0,5,6,1,0,1,2026-06-16T08:03:56.807608
0,5,7,1,0,1,2026-06-16T08:03:58.230430
0,5,8,1,0,1,2026-06-16T08:04:00.243805
0,5,9,1,0,1,2026-06-16T08:04:01.854000
0,5,10,1,0,1,2026-06-16T08:04:03.064413
0,6,1,5,0,5,2026-06-16T08:04:03.879046
0,6,2,5,0,5,2026-06-16T08:04:04.989737
0,6,3,5,0,5,2026-06-16T08:04:06.219178
0,6,4,5,0,5,2026-06-16T08:04:13.371854
0,6,5,5,0,5,2026-06-16T08:04:14.798513
0,6,6,5,0,5,2026-06-16T08:04:15.824314
0,6,7,5,0,5,2026-06-16T08:04:17.044934
0,6,8,5,0,5,2026-06-16T08:04:18.221266
0,6,9,5,0,5,2026-06-16T08:04:25.387728
0,6,10,5,0,5,2026-06-16T08:04:26.622437
0,7,1,5,0,5,2026-06-16T08:04:27.818572
0,7,2,5,0,5,2026-06-16T08:04:28.826082
0,7,3,5,0,5,2026-06-16T08:04:30.242271
0,7,4,5,0,5,2026-06-16T08:04:31.509462
0,7,5,5,0,5,2026-06-16T08:04:33.335362
0,7,6,5,0,5,2026-06-16T08:04:34.135118
0,7,7,5,0,5,2026-06-16T08:04:35.358231
0,7,8,5,0,5,2026-06-16T08:04:36.346776
0,7,9,5,0,5,2026-06-16T08:04:39.233041
